longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-124.07,40.87,47,1765,326,796,333,2.2138,99200,NEAR OCEAN
-124.08,40.87,29,1710,469,990,425,1.1479,101100,NEAR OCEAN
-124.09,40.88,50,921,187,420,187,2.2188,105800,NEAR OCEAN
-124.07,40.87,31,334,134,780,130,0.7684,153100,NEAR OCEAN
-124.15,40.88,33,2235,506,1165,441,1.725,57500,NEAR OCEAN
-124.1,40.88,35,2987,578,1581,585,2.0657,81100,NEAR OCEAN
-124.09,40.88,31,1982,495,1052,467,1.5326,74100,NEAR OCEAN
-124.09,40.88,26,2683,555,1353,526,2.4321,82100,NEAR OCEAN
-124.1,40.9,18,4032,798,1948,775,2.7321,92600,NEAR OCEAN
-124.23,40.81,52,1112,209,544,172,3.3462,50800,NEAR OCEAN
-124.06,40.88,12,2087,424,1603,438,2.5667,139500,NEAR OCEAN
-123.74,40.66,25,2395,431,983,375,3.0469,136000,<1H OCEAN
-124.08,40.91,13,2522,719,1381,628,1.6667,78800,NEAR OCEAN
-123.76,41.03,24,2386,565,1058,414,2.0644,79800,<1H OCEAN
-123.85,41.32,31,938,238,425,157,1.0486,36700,<1H OCEAN
-123.72,41.09,19,1970,431,1166,363,1.8208,50000,<1H OCEAN
-123.63,41.11,19,1797,384,1033,327,1.4911,59200,<1H OCEAN
-123.66,41.3,22,1580,372,686,264,1.8065,62700,<1H OCEAN
-123.52,41.01,17,1564,345,517,222,2.1542,83800,INLAND
-124.08,41.36,29,1029,239,509,196,2.0156,62800,NEAR OCEAN
-124.06,41.13,22,3263,799,1384,578,2.4708,119400,NEAR OCEAN
-124.14,41.06,32,1020,215,421,198,3.0208,143400,NEAR OCEAN
-124.1,41.04,26,1633,380,890,370,1.9741,97900,NEAR OCEAN
-124.01,40.97,21,1513,319,943,301,3.538,102700,<1H OCEAN
-124,40.92,29,1429,,672,266,2.9485,98800,<1H OCEAN
-124.01,40.89,28,1470,336,811,314,2.4559,75600,<1H OCEAN
-123.98,40.88,41,1719,372,844,336,2.6923,84200,<1H OCEAN
-123.88,40.93,28,1272,259,519,220,3.2891,106300,<1H OCEAN
-124.16,41.02,23,1672,385,1060,390,2.1726,75500,NEAR OCEAN
-124.08,40.99,18,3297,662,1554,578,2.6847,111300,NEAR OCEAN
-124.16,40.95,20,1075,214,529,196,3.1406,96000,NEAR OCEAN
-124.11,40.95,19,1734,365,866,342,2.96,81700,NEAR OCEAN
-124.09,40.95,18,2250,484,1248,472,2.5893,99600,NEAR OCEAN
-124.11,40.93,25,2392,474,1298,461,3.5076,73600,NEAR OCEAN
-124.11,40.93,17,1661,329,948,357,2.7639,90200,NEAR OCEAN
-124.08,40.94,18,1550,345,941,335,2.3147,70100,NEAR OCEAN
-124.09,40.92,12,2497,491,1153,462,2.8182,126900,NEAR OCEAN
-124.05,40.94,14,1452,217,516,181,5.0329,165600,NEAR OCEAN
-124.1,40.95,17,1485,345,823,316,1.8993,78400,NEAR OCEAN
-124.07,40.81,23,2103,411,1019,387,2.9911,119700,NEAR OCEAN
-124.02,40.72,28,3513,634,1658,598,3.8095,119900,<1H OCEAN
-124.1,40.73,33,644,129,334,121,3.9659,111800,NEAR OCEAN
-124.17,40.74,17,2026,338,873,313,4.0357,128900,NEAR OCEAN
-124.14,40.72,18,2581,499,1375,503,2.8446,100500,NEAR OCEAN
-124.14,40.67,23,580,117,320,109,4.2054,130600,NEAR OCEAN
-124.19,40.73,21,5694,1056,2907,972,3.5363,90100,NEAR OCEAN
-124.21,40.75,32,1218,331,620,268,1.6528,58100,NEAR OCEAN
-124.27,40.69,36,2349,528,1194,465,2.5179,79000,NEAR OCEAN
-124.18,40.62,35,952,178,480,179,3.0536,107000,NEAR OCEAN
-124.17,40.62,32,1595,309,706,277,2.8958,86400,NEAR OCEAN
-124.13,40.62,43,2131,399,910,389,2.5804,92100,NEAR OCEAN
-124.16,40.6,39,1322,283,642,292,2.4519,85100,NEAR OCEAN
-124.15,40.59,39,1186,238,539,212,2.0938,79600,NEAR OCEAN
-124.14,40.6,27,1148,206,521,219,4.025,128100,NEAR OCEAN
-124.14,40.59,22,1665,405,826,382,1.5625,66800,NEAR OCEAN
-124.14,40.59,17,2985,610,1544,584,2.178,76800,NEAR OCEAN
-124.05,40.59,32,1878,340,937,353,3.4408,95200,<1H OCEAN
-124.09,40.55,24,2978,553,1370,480,2.7644,97300,<1H OCEAN
-123.96,40.57,31,1854,365,883,310,2.3167,92600,<1H OCEAN
-123.73,40.48,25,2015,524,746,251,1.7153,77100,INLAND
-124.14,40.58,25,1899,357,891,355,2.6987,92500,<1H OCEAN
-124.14,40.57,29,2864,600,1314,562,2.1354,75100,<1H OCEAN
-124.11,40.57,33,1348,234,573,236,2.4896,74100,<1H OCEAN
-124.13,40.55,38,544,,240,91,3.25,94800,<1H OCEAN
-124.1,40.5,30,1927,393,996,374,2.2357,72300,<1H OCEAN
-124.1,40.5,42,2380,553,1300,504,1.7574,57500,<1H OCEAN
-124.09,40.44,38,2220,426,1041,401,2.3947,70500,<1H OCEAN
-124.1,40.47,52,1196,236,965,265,3.5345,55000,<1H OCEAN
-124.03,40.45,34,1006,213,443,158,2.6094,71300,<1H OCEAN
-124.26,40.58,52,2217,394,907,369,2.3571,111400,NEAR OCEAN
-124.23,40.54,52,2694,453,1152,435,3.0806,106700,NEAR OCEAN
-124.35,40.54,52,1820,300,806,270,3.0147,94600,NEAR OCEAN
-124.25,40.28,32,1430,419,434,187,1.9417,76100,NEAR OCEAN
-124.08,40.06,17,1319,267,393,163,2.625,135600,NEAR OCEAN
-124,40.22,16,2088,535,816,326,1.319,70700,<1H OCEAN
-123.84,40.28,28,2809,605,1093,438,2.0962,74000,<1H OCEAN
-123.68,40.24,31,1852,452,917,359,1.725,54300,<1H OCEAN
-123.82,40.16,19,2283,634,1184,453,1.2227,76800,<1H OCEAN
-123.82,40.12,33,2985,591,1221,486,2.087,82400,<1H OCEAN
-123.75,40.11,35,2052,477,900,402,1.9625,101500,<1H OCEAN
-123.78,40.05,17,2019,496,899,347,2.1864,101900,<1H OCEAN
-115.52,33.12,38,1327,262,784,231,1.8793,60800,INLAND
-115.52,33.13,18,1109,283,1006,253,2.163,53400,INLAND
-115.51,33.12,21,1024,218,890,232,2.101,46700,INLAND
-115.46,33.19,33,1234,373,777,298,1,40000,INLAND
-115.51,33.24,32,1995,523,1069,410,1.6552,43300,INLAND
-115.6,33.2,37,709,187,390,142,2.4511,72500,INLAND
-115.73,33.09,27,452,103,258,61,2.9,87500,INLAND
-115.62,33.04,17,1009,231,745,217,2.0463,61200,INLAND
-115.62,33.04,20,1121,244,766,230,2.2969,62000,INLAND
-115.6,33.04,31,314,61,152,56,3.3472,91700,INLAND
-115.41,32.99,29,1141,220,684,194,3.4038,107800,INLAND
-115.59,32.96,17,841,146,473,154,3.1979,113500,INLAND
-115.52,32.98,32,1615,382,1307,345,1.4583,58600,INLAND
-115.52,32.98,21,1302,327,1244,316,2.2054,66400,INLAND
-115.53,32.99,25,2578,634,2082,565,1.7159,62200,INLAND
-115.51,32.99,20,1402,287,1104,317,1.9088,63700,INLAND
-115.54,32.99,23,1459,373,1148,388,1.5372,69400,INLAND
-115.54,32.98,27,1513,395,1121,381,1.9464,60600,INLAND
-115.54,32.99,17,1697,268,911,254,4.3523,96000,INLAND
-115.55,32.98,24,2565,530,1447,473,3.2593,80800,INLAND
-115.54,32.97,41,2429,454,1188,430,3.0091,70800,INLAND
-115.53,32.97,35,1583,340,933,318,2.4063,70700,INLAND
-115.55,32.98,33,2266,365,952,360,5.4349,143000,INLAND
-115.56,32.96,21,2164,480,1164,421,3.8177,107200,INLAND
-115.53,32.97,34,2231,545,1568,510,1.5217,60300,INLAND
-115.52,32.97,24,1617,366,1416,401,1.975,66400,INLAND
-115.52,32.97,10,1879,387,1376,337,1.9911,67500,INLAND
-115.32,32.82,34,591,139,327,89,3.6528,100000,INLAND
-115.39,32.76,16,1136,196,481,185,6.2558,146300,INLAND
-115.4,32.86,19,1087,171,649,173,3.3182,113800,INLAND
-115.37,32.81,23,1458,294,866,275,2.3594,74300,INLAND
-115.37,32.82,14,1276,270,867,261,1.9375,80900,INLAND
-115.37,32.82,30,1602,322,1130,335,3.5735,71100,INLAND
-115.38,32.82,38,1892,394,1175,374,1.9939,65800,INLAND
-115.38,32.81,35,1263,262,950,241,1.8958,67500,INLAND
-115.37,32.81,32,741,191,623,169,1.7604,68600,INLAND
-115.57,32.85,33,1365,269,825,250,3.2396,62300,INLAND
-115.57,32.85,17,1039,256,728,246,1.7411,63500,INLAND
-115.57,32.84,29,1207,301,804,288,1.9531,61100,INLAND
-115.57,32.83,31,1494,289,959,284,3.5282,67500,INLAND
-115.59,32.85,20,1608,274,862,248,4.875,90800,INLAND
-115.6,32.87,3,1629,317,1005,312,4.1293,83200,INLAND
-115.49,32.87,19,541,104,457,106,3.3583,102800,INLAND
-115.64,32.8,23,1228,235,569,235,3.1667,125000,INLAND
-115.69,32.79,18,1564,340,1161,343,2.1792,55200,INLAND
-115.73,32.8,44,472,81,206,57,2.2083,93800,INLAND
-115.72,32.75,16,348,99,123,54,2.0938,87500,INLAND
-115.64,32.75,19,377,69,198,55,1.625,112500,INLAND
-115.58,32.81,5,805,143,458,143,4.475,96300,INLAND
-115.55,32.82,34,1540,316,1013,274,2.5664,67500,INLAND
-115.58,32.81,10,1088,203,533,201,3.6597,87500,INLAND
-115.57,32.8,17,1492,426,1595,428,1.7188,69900,INLAND
-115.57,32.8,16,1307,359,961,327,1.1853,72600,INLAND
-115.57,32.8,16,2276,594,1184,513,1.875,93800,INLAND
-115.48,32.8,21,1260,246,805,239,2.6172,88500,INLAND
-115.52,32.77,18,1715,337,1166,333,2.2417,79200,INLAND
-115.53,32.73,14,1527,325,1453,332,1.735,61200,INLAND
-115.52,32.73,17,1190,275,1113,258,2.3571,63100,INLAND
-115.5,32.75,13,330,72,822,64,3.4107,142500,INLAND
-115.55,32.8,23,666,142,580,160,2.1136,61000,INLAND
-115.55,32.79,22,565,162,692,141,1.2083,53600,INLAND
-115.54,32.79,30,752,194,733,186,1.6607,56100,INLAND
-115.54,32.79,23,1712,403,1370,377,1.275,60400,INLAND
-115.55,32.79,23,1004,221,697,201,1.6351,59600,INLAND
-115.57,32.8,33,1192,213,1066,211,4.5714,68600,INLAND
-115.56,32.8,25,1311,375,1193,351,2.1979,63900,INLAND
-115.56,32.8,28,1672,416,1335,397,1.5987,59400,INLAND
-115.56,32.8,15,1171,328,1024,298,1.3882,69400,INLAND
-115.56,32.79,18,1178,438,1377,429,1.3373,58300,INLAND
-115.56,32.78,34,2856,555,1627,522,3.2083,76200,INLAND
-115.56,32.79,20,2372,835,2283,767,1.1707,62500,INLAND
-115.57,32.79,50,1291,277,864,274,1.6667,68100,INLAND
-115.56,32.78,46,2511,490,1583,469,3.0603,70800,INLAND
-115.56,32.78,35,1185,202,615,191,4.6154,86200,INLAND
-115.57,32.78,25,2007,301,1135,332,5.128,99600,INLAND
-115.56,32.78,29,1568,283,848,245,3.1597,76200,INLAND
-115.55,32.78,5,2652,606,1767,536,2.8025,84300,INLAND
-115.58,32.78,5,2494,414,1416,421,5.7843,110100,INLAND
-115.59,32.79,8,2183,307,1000,287,6.3814,159900,INLAND
-115.58,32.79,14,1687,507,762,451,1.6635,64400,INLAND
-115.57,32.79,34,1152,208,621,208,3.6042,73600,INLAND
-115.57,32.78,29,2321,367,1173,360,4.0375,86400,INLAND
-115.57,32.78,20,1534,235,871,222,6.2715,97200,INLAND
-115.57,32.78,15,1413,279,803,277,4.3021,87500,INLAND
-115.56,32.76,15,1278,217,653,185,4.4821,140300,INLAND
-115.59,32.69,30,935,177,649,148,2.5769,94400,INLAND
-115.49,32.69,17,1960,389,1691,356,1.899,64000,INLAND
-115.4,32.7,19,583,113,531,134,1.6838,95800,INLAND
-115.49,32.67,25,2322,573,2185,602,1.375,70100,INLAND
-115.49,32.67,24,1266,275,1083,298,1.4828,73100,INLAND
-115.48,32.68,15,3414,666,2097,622,2.3319,91200,INLAND
-115.5,32.68,18,3631,913,3565,924,1.5931,88400,INLAND
-115.5,32.67,35,2159,492,1694,475,2.1776,75500,INLAND
-115.49,32.67,29,1523,440,1302,393,1.1311,84700,INLAND
-115.51,32.68,11,2872,610,2644,581,2.625,72700,INLAND
-115.52,32.67,6,2804,581,2807,594,2.0625,67700,INLAND
-116.05,33.33,17,290,94,135,57,1.7292,81300,INLAND
-116,33.19,16,245,57,81,33,1.2639,51300,INLAND
-115.88,32.93,15,208,49,51,20,4.0208,32500,INLAND
-116,32.74,26,1134,280,329,158,1.4338,43900,INLAND
-115.9,32.69,18,414,86,98,54,1.5417,57500,INLAND
-116.01,33.41,20,1996,515,659,295,2.8684,62800,INLAND
-115.99,33.4,15,1945,536,515,273,2.0109,54300,INLAND
-115.94,33.38,5,186,43,41,21,2.7,58800,INLAND
-115.98,33.32,8,240,46,63,24,1.4688,53800,INLAND
-115.91,33.36,15,459,95,160,73,0.922,67500,INLAND
-115.9,33.34,19,1210,248,329,155,1.7857,62800,INLAND
-115.96,33.3,27,322,81,112,57,1.125,54400,INLAND
-115.95,33.28,12,99,25,37,17,1.8958,53800,INLAND
-115.8,33.26,2,96,18,30,16,5.3374,47500,INLAND
-114.73,33.43,24,796,243,227,139,0.8964,59200,INLAND
-114.98,33.07,18,1183,363,374,127,3.1607,57500,INLAND
-115.73,33.36,19,749,238,476,169,1.7727,50000,INLAND
-115.73,33.35,23,1586,448,338,182,1.2132,30000,INLAND
-114.65,32.79,21,44,33,64,27,0.8571,25000,INLAND
-114.55,32.8,19,2570,820,1431,608,1.275,56100,INLAND
-114.63,32.76,15,1448,378,949,300,0.8585,45000,INLAND
-114.66,32.74,17,1388,386,775,320,1.2049,44000,INLAND
-118.18,37.35,16,3806,794,1501,714,2.1212,108300,INLAND
-118.43,37.4,19,2460,405,1225,425,4.1576,141500,INLAND
-118.6,37.39,19,2682,518,1134,399,3.2132,166000,INLAND
-118.45,37.25,20,1468,283,721,270,3.0817,118800,INLAND
-118.45,37.37,26,3135,524,1385,523,4.337,139700,INLAND
-118.42,37.35,21,3302,557,1413,520,4.375,180400,INLAND
-118.42,37.36,18,2281,520,1425,465,1.7388,54400,INLAND
-118.4,37.36,34,2465,619,1172,575,1.9722,116100,INLAND
-118.39,37.37,25,3295,824,1477,770,1.8325,105800,INLAND
-118.39,37.36,38,1813,410,902,396,2.3261,98400,INLAND
-118.3,37.17,22,3480,673,1541,636,2.75,94500,INLAND
-117.9,36.95,19,99,26,51,22,1.7292,137500,INLAND
-118.31,36.94,35,2563,530,861,371,2.325,80600,INLAND
-118.05,36.64,34,2090,478,896,426,2.0357,74200,INLAND
-118.18,36.63,23,2311,487,1019,384,2.2574,104700,INLAND
-117.69,36.13,25,1709,439,632,292,1.7868,45500,INLAND
-117.02,36.4,19,619,239,490,164,2.1,14999,INLAND
-116.22,36,14,1372,386,436,213,1.1471,32900,INLAND
-119.02,35.42,42,2271,458,1124,447,2.7583,64900,INLAND
-119.03,35.42,45,1628,352,754,334,2.5703,62400,INLAND
-119.03,35.42,38,2952,598,1491,568,2.6094,67900,INLAND
-119.03,35.45,14,3520,604,1748,582,4.3162,87100,INLAND
-119.05,35.44,5,2133,487,1182,438,3.0268,77000,INLAND
-119.02,35.44,29,3415,631,1527,597,4.0125,84400,INLAND
-119.02,35.43,39,2033,370,956,379,3.1736,70700,INLAND
-119.02,35.42,40,1089,226,520,218,2.2727,67200,INLAND
-119.02,35.42,36,2044,447,1021,374,1.8472,57400,INLAND
-119.02,35.42,40,1912,439,1015,413,1.4598,52600,INLAND
-119.03,35.42,42,1705,418,905,393,1.6286,54600,INLAND
-119.03,35.41,41,1808,435,1005,373,1.7857,54300,INLAND
-119.04,35.42,47,1691,402,913,358,1.8403,54700,INLAND
-119.05,35.42,41,1992,421,1006,419,2.8393,57000,INLAND
-119.05,35.42,35,2353,483,1368,455,2.325,63200,INLAND
-119.02,35.41,21,2534,554,1297,517,2.0575,67000,INLAND
-119.02,35.41,41,2221,516,1106,473,1.97,51900,INLAND
-119.03,35.41,37,1761,443,911,365,2.0331,53200,INLAND
-119.04,35.41,25,1577,310,844,309,3.0625,69400,INLAND
-119.02,35.41,31,2348,701,1413,611,1.3222,51400,INLAND
-119.03,35.4,35,2608,620,1566,583,2.1818,63500,INLAND
-119.04,35.41,20,3268,833,1622,758,1.3587,67500,INLAND
-119.08,35.42,10,4159,608,2089,591,5.5261,132000,INLAND
-119.07,35.42,19,3889,832,1872,731,2.6812,107600,INLAND
-119.09,35.41,12,3449,522,1754,551,5.6235,130600,INLAND
-119.11,35.42,52,154,,37,16,10.0263,200000,INLAND
-119.09,35.43,28,254,35,118,37,4.8571,237500,INLAND
-119.05,35.4,18,1894,319,846,317,3.8611,126400,INLAND
-119.08,35.39,10,6435,1040,3242,1030,5.575,132200,INLAND
-119.01,35.4,11,8739,2190,4781,1919,1.7109,44600,INLAND
-119.01,35.39,29,1820,459,1134,419,1.8289,59400,INLAND
-119.01,35.38,36,790,224,426,208,1.4427,50600,INLAND
-119.02,35.39,30,227,75,169,101,1.3527,60000,INLAND
-118.99,35.4,43,2225,392,890,374,4.0208,90400,INLAND
-118.99,35.4,48,1908,331,789,321,3.5714,84600,INLAND
-119,35.4,44,2250,378,928,379,4.3906,93900,INLAND
-119,35.39,42,2839,516,1203,487,3.7708,79400,INLAND
-119,35.39,51,1373,284,648,300,2.8295,72100,INLAND
-118.97,35.41,36,1896,315,937,303,3.996,85500,INLAND
-118.97,35.4,34,1859,323,854,309,3.1906,76200,INLAND
-118.98,35.4,34,813,171,440,170,2.8393,69800,INLAND
-118.98,35.4,36,1443,273,680,259,2.9821,73100,INLAND
-118.98,35.4,36,1864,331,1052,325,3.4205,76600,INLAND
-118.98,35.41,36,1482,266,640,274,3.875,94500,INLAND
-118.96,35.4,28,4667,875,2404,841,3.2325,89000,INLAND
-118.96,35.41,29,3548,729,1542,659,2.947,87100,INLAND
-118.95,35.4,23,4483,894,2136,883,3.6875,101700,INLAND
-118.96,35.4,27,2473,400,1271,427,3.5524,89100,INLAND
-118.96,35.39,23,5624,1148,2842,1042,3.1297,79000,INLAND
-118.96,35.38,34,2047,347,888,352,3.6734,92900,INLAND
-118.95,35.38,35,2220,388,906,373,3.5938,95200,INLAND
-118.96,35.38,41,2417,435,973,406,3.0568,85600,INLAND
-118.94,35.38,26,4800,831,2365,743,3.7533,87000,INLAND
-118.95,35.38,30,2594,478,1419,480,3.725,83100,INLAND
-118.92,35.38,33,3122,579,1733,545,3.8307,70600,INLAND
-118.95,35.41,21,3999,727,1889,688,3.875,99500,INLAND
-118.94,35.4,14,5548,941,2815,935,4.2214,104600,INLAND
-118.94,35.39,27,3074,452,1223,452,5.4592,139100,INLAND
-118.94,35.39,13,3137,417,1318,397,7.7751,194100,INLAND
-118.9,35.41,6,4656,971,2320,935,3.0938,100800,INLAND
-118.94,35.41,10,3216,526,1539,483,6.3639,143000,INLAND
-118.91,35.4,10,3587,774,1398,763,2.569,113000,INLAND
-118.87,35.37,14,2458,433,1352,411,3.5441,87000,INLAND
-118.91,35.37,32,4121,755,2590,721,3.3462,67600,INLAND
-118.88,35.34,20,1351,255,762,253,2.1111,105300,INLAND
-118.92,35.37,17,3589,701,1746,640,2.4919,75700,INLAND
-118.93,35.37,34,2412,446,1558,421,2.6903,62800,INLAND
-118.94,35.37,33,3372,741,2352,704,2.0643,57600,INLAND
-118.94,35.37,23,1106,252,790,230,1.8523,59700,INLAND
-118.95,35.37,34,1672,359,1059,349,2.1588,61300,INLAND
-118.94,35.37,37,1667,362,971,335,2.875,57400,INLAND
-118.95,35.37,37,1475,327,946,295,1.6728,55400,INLAND
-118.96,35.37,41,1463,339,1066,318,1.7467,52400,INLAND
-118.96,35.37,40,1603,374,1026,337,1.365,54300,INLAND
-118.97,35.39,38,2121,433,1547,441,2.774,59500,INLAND
-118.97,35.38,32,1361,363,1483,297,1.625,46800,INLAND
-118.98,35.38,39,1497,383,1182,355,1.0648,50000,INLAND
-118.97,35.38,42,1185,358,1038,299,0.9951,48000,INLAND
-118.97,35.37,41,2396,602,1781,543,1.8819,58000,INLAND
-118.97,35.38,35,1673,426,1041,413,1.375,57500,INLAND
-118.99,35.38,26,1317,374,1025,304,1.4024,51000,INLAND
-118.99,35.38,30,1390,361,1116,298,1.3451,57500,INLAND
-118.98,35.39,22,1812,457,1592,420,1.4146,49100,INLAND
-118.98,35.38,24,1807,465,1460,410,1.4786,54800,INLAND
-118.98,35.38,34,1020,247,795,228,1.625,50800,INLAND
-118.98,35.38,28,1171,299,1193,273,0.8639,49400,INLAND
-118.99,35.39,39,2228,542,1516,435,1.6009,48800,INLAND
-118.99,35.39,36,1438,348,1054,341,1.8319,55400,INLAND
-118.99,35.39,52,2805,573,1325,522,2.5083,70100,INLAND
-118.98,35.39,29,607,177,476,143,1.1875,50700,INLAND
-118.98,35.39,32,2620,682,2375,684,1.2618,46900,INLAND
-119,35.37,41,303,78,216,80,2.2212,55500,INLAND
-118.99,35.37,36,832,198,814,174,1.4773,57400,INLAND
-118.99,35.37,38,918,220,743,222,1.7292,58100,INLAND
-118.98,35.37,35,825,179,670,181,1.1638,57900,INLAND
-118.97,35.37,52,425,119,380,97,1.4125,42500,INLAND
-119.01,35.38,44,434,110,274,86,1.1944,57500,INLAND
-119.01,35.38,52,114,26,158,26,1.075,67500,INLAND
-119.01,35.37,35,120,35,477,41,1.9125,47500,INLAND
-119.01,35.37,44,593,136,364,121,1.4779,66000,INLAND
-119.02,35.38,52,90,35,36,31,0.8054,60000,INLAND
-119.02,35.38,48,346,92,129,63,1.1875,63800,INLAND
-119.02,35.39,52,191,52,106,49,2.0455,72500,INLAND
-119.01,35.37,45,629,143,568,139,1.7321,84400,INLAND
-119.03,35.38,38,2122,394,843,410,3,91800,INLAND
-119.03,35.38,52,1695,290,540,260,2.7312,147100,INLAND
-119.03,35.37,52,1503,367,554,277,1.6786,126600,INLAND
-119.04,35.37,44,1618,310,667,300,2.875,82700,INLAND
-119.03,35.39,28,4513,764,1593,763,2.9821,118700,INLAND
-119.04,35.36,36,1942,414,1051,411,1.8362,66900,INLAND
-119.05,35.36,30,4635,800,2307,754,3.6548,84700,INLAND
-119.05,35.36,16,4507,1049,2261,959,3.3261,118400,INLAND
-119.07,35.36,19,5254,894,2155,831,4.6705,110700,INLAND
-119.08,35.36,12,6442,1116,2966,1092,4.5791,123400,INLAND
-119.06,35.36,9,1228,234,409,212,4.3482,95200,INLAND
-119.03,35.37,42,2508,483,1035,442,2.6513,72300,INLAND
-119.03,35.36,41,1944,363,977,388,3.9097,81300,INLAND
-119.04,35.36,40,1533,312,771,306,3.0435,69500,INLAND
-119.04,35.37,46,1637,338,714,297,2.1818,75300,INLAND
-119.02,35.37,44,2687,620,1521,549,1.7213,61600,INLAND
-119.02,35.36,48,1833,396,947,363,2.2827,70000,INLAND
-119.02,35.36,47,1631,340,847,315,2.5062,73700,INLAND
-119.03,35.36,41,2551,594,1342,595,1.9671,76800,INLAND
-119.01,35.37,38,1702,380,1191,366,1.8801,57800,INLAND
-119.01,35.36,38,1838,388,1203,373,1.6797,60700,INLAND
-119.01,35.36,36,2658,626,1490,529,1.2157,57000,INLAND
-119.01,35.36,24,1941,484,1277,435,1.056,51600,INLAND
-119.01,35.37,33,821,181,579,172,1.2469,46700,INLAND
-119,35.36,40,850,227,764,186,0.9407,43600,INLAND
-119,35.36,39,896,217,805,197,1.25,42500,INLAND
-119,35.35,35,1164,277,992,284,1.4015,48700,INLAND
-119,35.36,35,1021,280,1258,239,1.7375,48600,INLAND
-118.98,35.37,36,1562,398,1223,329,0.9675,47100,INLAND
-118.98,35.36,29,1244,266,933,227,1.6981,49400,INLAND
-118.98,35.36,15,1482,338,1059,279,1.2617,42700,INLAND
-118.99,35.36,18,1524,354,1210,344,1.1136,47800,INLAND
-118.99,35.36,31,1498,359,1168,340,1.2232,49300,INLAND
-118.94,35.36,19,2714,512,1823,500,3.1281,76200,INLAND
-118.95,35.36,30,2294,508,1753,482,2.1078,54700,INLAND
-118.96,35.37,32,1025,259,874,236,1.9612,53400,INLAND
-118.96,35.36,35,2285,497,1738,480,2.4848,54000,INLAND
-118.97,35.37,34,1379,333,1156,315,1.7197,48900,INLAND
-118.97,35.36,31,1418,306,1219,312,1.5743,46700,INLAND
-118.95,35.32,29,3480,608,2007,541,3.2738,78700,INLAND
-118.98,35.35,21,496,131,511,124,1.7614,33200,INLAND
-118.99,35.35,27,1615,355,1380,332,1.6632,49800,INLAND
-118.99,35.33,36,1590,367,1311,390,1.6786,52900,INLAND
-118.99,35.32,26,875,199,567,204,0.9288,36600,INLAND
-119,35.35,31,2931,716,1969,588,2.2155,62100,INLAND
-118.99,35.35,32,1293,317,1109,286,1.1786,45600,INLAND
-119.01,35.35,34,1354,325,922,304,2.1875,58000,INLAND
-119.01,35.34,44,1730,343,782,278,3.0208,63700,INLAND
-119.02,35.35,42,1239,251,776,272,1.983,63300,INLAND
-119.01,35.35,39,598,149,366,132,1.9125,57900,INLAND
-119.02,35.35,38,1472,305,670,282,2.2407,76000,INLAND
-119.02,35.34,38,1463,294,692,295,2.3125,65800,INLAND
-119.03,35.34,36,3474,645,1679,616,2.7256,71900,INLAND
-119.03,35.35,34,1441,294,695,275,2.6875,73700,INLAND
-119.04,35.35,31,1607,336,817,307,2.5644,73000,INLAND
-119.04,35.35,27,4590,897,2212,894,3.1753,85000,INLAND
-119.06,35.35,20,9351,2139,4584,1953,2.575,69900,INLAND
-119.05,35.34,14,3580,984,1933,912,2.6637,175000,INLAND
-119.05,35.33,18,12707,2685,7009,2552,2.9438,87200,INLAND
-119.05,35.34,17,2387,437,1204,423,4.0529,106200,INLAND
-119.07,35.35,24,4119,865,1294,879,2.4123,86200,INLAND
-119.07,35.34,16,4201,786,1667,724,4.8839,134100,INLAND
-119.12,35.33,4,8574,1489,4250,1444,5.1036,103400,INLAND
-119.1,35.35,5,4597,1071,1916,870,4.0327,131000,INLAND
-119.08,35.34,18,4070,512,1580,540,10.5941,245800,INLAND
-119.08,35.35,20,892,129,331,135,7.1837,176300,INLAND
-119.09,35.35,14,2113,256,842,265,8.5325,224100,INLAND
-119.08,35.34,16,1535,238,768,236,5.4449,118500,INLAND
-119.08,35.34,15,1474,235,768,238,4.1528,130100,INLAND
-119.1,35.33,4,6640,898,3121,902,6.759,170300,INLAND
-119.08,35.32,8,11609,2141,5696,2100,5.0012,106300,INLAND
-119.09,35.33,9,7085,1148,3084,1052,4.997,142900,INLAND
-119.06,35.32,15,3944,746,2355,757,3.569,70700,INLAND
-119.07,35.33,13,9027,1901,4870,1797,3.406,100700,INLAND
-119.06,35.33,14,5264,1064,3278,1049,3.8117,82800,INLAND
-119.02,35.34,34,2861,510,1375,486,3.4286,71400,INLAND
-119.02,35.33,26,3691,826,2072,827,2.1553,84700,INLAND
-119.03,35.33,21,3057,698,1627,680,2.7083,84700,INLAND
-119.03,35.34,34,2221,436,1131,408,3.0486,68500,INLAND
-119.01,35.34,36,973,219,613,187,1.5625,46700,INLAND
-119.01,35.33,42,1120,255,677,213,1.5429,39400,INLAND
-119,35.33,35,991,221,620,207,1.9417,53800,INLAND
-119.01,35.33,32,3068,628,1897,607,2.4234,63700,INLAND
-119.02,35.33,35,2053,412,1193,387,2.75,65800,INLAND
-119.02,35.34,35,1650,390,1145,343,1.5357,56500,INLAND
-118.99,35.32,35,1576,405,870,282,1.6575,59500,INLAND
-118.99,35.3,33,2248,434,1461,405,2.9402,56200,INLAND
-119,35.31,37,1337,275,767,273,1.6522,53300,INLAND
