Id,Neighborhood,LotFrontage,LotArea,number of bedrooms,Street,Alley,OverallQual,OverallCond,Date,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,SquareFootage,Heating,HeatingQC,SaleType,SaleCondition,Price
411,RL,68,9571,3,Pave,NA,5,3,1958,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,COD,Abnorml,60000
412,RL,100,34650,3,Pave,NA,5,5,1955,TA,Mn,Rec,1056,Unf,0,0,1056,GasA,TA,WD,Normal,145000
413,FV,NA,4403,3,Pave,NA,7,5,2009,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,New,Partial,222000
414,RM,56,8960,3,Pave,Grvl,5,6,1927,TA,No,Unf,0,Unf,0,1008,1008,GasA,Gd,WD,Normal,115000
415,RL,59,11228,3,Pave,NA,7,5,1993,TA,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,WD,Normal,228000
416,RL,73,8899,3,Pave,NA,7,5,2007,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,New,Partial,181134
417,RL,74,7844,3,Pave,NA,6,7,1978,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,WD,Normal,149500
418,RL,86,22420,3,Pave,NA,6,6,1918,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,WD,Normal,239000
419,RL,60,8160,3,Pave,NA,5,6,1940,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,WD,AdjLand,126000
420,RL,65,8450,2,Pave,NA,5,6,1968,TA,No,BLQ,775,Unf,0,281,1056,GasA,Ex,WD,Normal,142000
421,RM,78,7060,3,Pave,NA,7,5,1997,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,WD,Alloca,206300
422,RL,NA,16635,4,Pave,NA,6,7,1977,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,WD,Normal,215000
423,RL,100,,3,Pave,NA,5,5,1954,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,WD,Normal,113000
424,RL,80,9200,3,Pave,NA,8,5,1998,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,WD,Normal,315000
425,RL,72,9000,2,Pave,NA,6,5,1956,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,WD,Normal,139000
426,RM,60,3378,3,Pave,Grvl,7,8,1946,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,WD,Normal,135000
427,RL,NA,12800,3,Pave,NA,7,5,1989,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,WD,Normal,275000
428,RL,77,8593,3,Pave,NA,4,6,1957,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,WD,Normal,109008
429,RL,64,6762,3,Pave,NA,7,5,2007,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,New,Partial,195400
430,RL,130,11457,3,Pave,NA,6,5,1988,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,WD,Normal,175000
431,RM,21,1680,2,Pave,NA,6,5,1971,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,COD,Abnorml,85400
432,RM,60,5586,3,Pave,NA,6,7,1920,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,ConLD,Abnorml,79900
433,RM,24,1920,3,Pave,NA,5,5,1971,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,WD,Normal,122500
434,RL,100,10839,6,Pave,NA,6,5,1997,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,WD,Normal,181000
435,RM,21,1890,2,Pave,NA,4,7,1972,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,WD,Normal,81000
436,RL,43,10667,3,Pave,NA,7,6,1996,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,ConLw,Normal,212000
437,RM,40,4400,3,Pave,NA,6,8,1920,TA,No,Unf,0,Unf,0,648,648,GasA,TA,WD,Normal,116000
438,RM,50,6000,3,Pave,NA,6,7,1926,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,WD,Normal,119000
439,RL,40,4280,3,Pave,NA,5,6,1913,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,WD,Normal,90350
440,RL,67,12354,3,Pave,Grvl,6,8,1920,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,ConLI,Normal,110000
441,RL,105,15431,2,Pave,NA,10,5,2008,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,WD,Normal,555000
442,RL,92,12108,2,Pave,NA,4,4,1955,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,WD,Normal,118000
443,RM,52,6240,5,Pave,NA,5,7,1930,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,WD,Normal,162900
444,RL,53,3922,2,Pave,NA,7,5,2006,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,New,Partial,172500
445,RL,70,8750,3,Pave,NA,7,5,1994,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,WD,Normal,210000
446,RL,73,9855,3,Pave,NA,6,5,1956,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,COD,Normal,127500
447,RL,137,16492,3,Pave,NA,6,6,1966,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,WD,Normal,190000
448,RL,NA,11214,2,Pave,NA,7,5,1998,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,WD,Normal,199900
449,RM,50,8600,2,Pave,NA,6,6,1937,TA,No,Unf,0,Unf,0,780,780,GasA,TA,WD,Normal,119500
450,RM,50,6000,2,Pave,NA,3,7,1948,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,WD,Normal,120000
451,RM,70,5684,3,Pave,NA,6,8,1930,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,WD,Normal,110000
452,RL,62,70761,3,Pave,NA,7,5,1975,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,WD,Normal,280000
453,RL,NA,9303,5,Pave,NA,6,5,1996,TA,No,ALQ,742,Unf,0,130,872,GasA,Ex,WD,Normal,204000
454,FV,75,9000,2,Pave,NA,8,5,2008,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,WD,Normal,210000
455,RL,63,9297,2,Pave,NA,5,5,1976,TA,No,ALQ,1606,Unf,0,122,1728,GasA,TA,WD,Family,188000
456,RL,80,9600,1,Pave,NA,7,6,1973,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,WD,Normal,175500
457,RM,34,4571,3,Pave,Grvl,5,5,1916,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,COD,Abnorml,98000
458,RL,NA,53227,2,Pave,NA,4,6,1954,TA,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,WD,Normal,256000
459,RM,NA,,2,Pave,Grvl,8,7,1925,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,WD,Normal,161000
460,RL,NA,7015,2,Pave,NA,5,4,1950,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,WD,Normal,110000
461,FV,75,8004,3,Pave,NA,8,5,2009,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,New,Partial,263435
462,RL,60,7200,3,Pave,NA,7,9,1936,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,WD,Normal,155000
463,RL,60,8281,3,Pave,NA,5,5,1965,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,WD,Normal,62383
464,RL,74,11988,3,Pave,NA,6,7,1934,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,WD,Normal,188700
465,RL,60,8430,3,Pave,NA,5,5,1978,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,WD,Normal,124000
466,RM,NA,3072,2,Pave,NA,7,5,2004,TA,No,Unf,0,Unf,0,1375,1375,GasA,Ex,WD,Normal,178740
467,RL,85,10628,3,Pave,NA,7,5,1970,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,WD,Normal,167000
468,RL,79,9480,3,Pave,NA,5,7,1942,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,WD,Normal,146500
469,RL,98,11428,2,Pave,NA,8,5,2006,TA,No,Unf,0,Unf,0,1626,1626,GasA,Ex,WD,Normal,250000
470,RL,76,9291,2,Pave,NA,6,5,1993,TA,No,GLQ,426,Unf,0,406,832,GasA,Ex,WD,Normal,187000
471,RL,NA,6820,2,Pave,NA,8,5,1985,TA,Av,GLQ,368,BLQ,1120,0,1488,GasA,TA,WD,Normal,212000
472,RL,92,11952,3,Pave,NA,7,6,1977,TA,No,Unf,0,Unf,0,808,808,GasA,TA,WD,Normal,190000
473,RM,35,3675,4,Pave,NA,6,5,2005,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,WD,Normal,148000
474,RL,110,14977,3,Pave,NA,8,5,2006,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,New,Partial,440000
475,RL,41,5330,3,Pave,NA,8,5,2000,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,WD,Normal,251000
476,RL,80,8480,3,Pave,NA,5,6,1963,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,WD,Normal,132500
477,RL,75,13125,3,Pave,NA,6,5,1997,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,WD,Normal,208900
478,RL,105,13693,3,Pave,NA,9,5,2006,TA,Av,Unf,0,Unf,0,2153,2153,GasA,Ex,WD,Normal,380000
479,RL,79,10637,1,Pave,NA,8,5,2007,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,WD,Normal,297000
480,RM,50,5925,2,Pave,NA,4,7,1937,TA,No,Rec,168,Unf,0,739,907,GasA,TA,WD,Alloca,89471
481,RL,98,16033,3,Pave,NA,9,5,2004,TA,Gd,GLQ,1261,Unf,0,572,1833,GasA,Ex,WD,Normal,326000
482,RL,72,11846,3,Pave,NA,9,5,2003,TA,Gd,GLQ,1567,Unf,0,225,1792,GasA,Ex,WD,Normal,374000
483,RM,50,2500,2,Pave,Pave,7,8,1915,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,WD,Normal,155000
484,RM,32,4500,5,Pave,NA,6,5,1998,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,WD,Normal,164000
485,RL,NA,7758,2,Pave,NA,5,7,1962,TA,No,ALQ,588,Unf,0,411,999,GasA,Gd,WD,Normal,132500
486,RL,80,9600,3,Pave,NA,5,7,1950,TA,No,ALQ,607,Unf,0,506,1113,GasA,Gd,WD,Normal,147000
487,RL,79,10289,2,Pave,NA,5,7,1965,TA,No,ALQ,836,Unf,0,237,1073,GasA,TA,WD,Normal,156000
488,RL,70,12243,3,Pave,NA,5,6,1971,TA,Av,ALQ,998,Unf,0,486,1484,GasA,Gd,WD,Normal,175000
489,RL,60,10800,2,Pave,NA,5,4,1900,Fa,No,BLQ,664,Unf,0,290,954,GasA,TA,ConLD,Normal,160000
490,RM,21,1526,3,Pave,NA,4,8,1970,TA,Av,GLQ,515,Unf,0,115,630,GasA,TA,WD,Normal,86000
491,RM,NA,2665,3,Pave,NA,5,6,1976,TA,Mn,Unf,0,Unf,0,264,264,GasA,TA,WD,Normal,115000
492,RL,79,9490,3,Pave,NA,6,7,1941,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,WD,Normal,133000
493,RL,105,15578,3,Pave,NA,6,5,2006,TA,No,Unf,0,Unf,0,728,728,GasA,Gd,New,Partial,172785
494,RL,70,7931,3,Pave,NA,5,6,1960,TA,No,BLQ,374,LwQ,532,363,1269,GasA,TA,WD,Normal,155000
495,RM,50,5784,3,Pave,NA,5,8,1938,TA,No,Unf,0,Unf,0,190,190,GasA,Gd,WD,Normal,91300
496,C (all),60,7879,4,Pave,NA,4,5,1920,TA,No,Rec,495,Unf,0,225,720,GasA,TA,WD,Abnorml,34900
497,RL,NA,12692,2,Pave,NA,8,5,1992,TA,No,GLQ,1231,Unf,0,1969,3200,GasA,Ex,WD,Normal,430000
498,RL,60,9120,4,Pave,Pave,7,6,1925,TA,No,Rec,329,Unf,0,697,1026,GasA,Ex,WD,Normal,184000
499,RL,65,7800,4,Pave,NA,5,7,1967,TA,No,ALQ,450,Unf,0,414,864,GasA,Ex,WD,Normal,130000
500,RL,70,7535,2,Pave,NA,5,7,1958,TA,No,BLQ,111,LwQ,279,522,912,GasA,Fa,WD,Normal,120000
501,RM,21,1890,3,Pave,NA,6,5,1973,TA,No,BLQ,356,Unf,0,316,672,GasA,TA,WD,Normal,113000
502,FV,75,9803,2,Pave,NA,7,5,2005,TA,No,GLQ,400,Unf,0,466,866,GasA,Gd,WD,Normal,226700
503,RL,70,9170,2,Pave,NA,5,7,1965,TA,No,ALQ,698,GLQ,96,420,1214,GasA,Ex,WD,Normal,140000
504,RL,100,15602,3,Pave,NA,7,8,1959,TA,No,ALQ,1247,Unf,0,254,1501,GasA,TA,WD,Normal,289000
505,RL,24,2308,4,Pave,NA,6,5,1974,TA,No,ALQ,257,Rec,495,103,855,GasA,TA,WD,Normal,147000
506,RM,60,7596,2,Pave,Grvl,5,5,1952,TA,No,Unf,0,Unf,0,960,960,GasA,Gd,COD,Normal,124500
507,RL,80,9554,3,Pave,NA,8,5,1993,TA,No,GLQ,380,Unf,0,397,777,GasA,Ex,WD,Normal,215000
508,FV,75,7862,4,Pave,NA,6,5,2009,TA,No,GLQ,27,Unf,0,1191,1218,GasA,Ex,New,Partial,208300
509,RM,60,9600,2,Pave,NA,7,9,1928,TA,No,Rec,141,Unf,0,548,689,GasA,Ex,WD,Normal,161000
510,RL,80,9600,4,Pave,NA,5,6,1959,TA,No,ALQ,991,Unf,0,50,1041,GasA,Ex,WD,Normal,124500
511,RL,75,14559,4,Pave,NA,5,7,1951,TA,No,BLQ,650,Rec,180,178,1008,GasA,Ex,WD,Normal,164900
512,RL,40,6792,3,Pave,NA,7,5,2005,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,New,Partial,202665
513,RL,70,9100,4,Pave,NA,5,5,1958,TA,No,BLQ,521,LwQ,174,169,864,GasA,TA,WD,Normal,129900
514,RL,71,9187,4,Pave,NA,6,5,1983,TA,No,ALQ,336,Unf,0,748,1084,GasA,TA,WD,Normal,134000
515,RL,55,10594,1,Pave,NA,5,5,1926,TA,No,Unf,0,Unf,0,768,768,Grav,Fa,WD,Normal,96500
516,RL,94,12220,2,Pave,NA,10,5,2009,TA,No,GLQ,1436,Unf,0,570,2006,GasA,Ex,New,Partial,402861
517,RL,NA,10448,4,Pave,NA,6,6,1972,TA,No,Unf,0,Unf,0,689,689,GasA,TA,COD,Abnorml,158000
518,RL,79,10208,4,Pave,NA,7,5,1996,TA,No,Unf,0,Unf,0,1264,1264,GasA,Ex,WD,Normal,265000
519,RL,NA,9531,2,Pave,NA,6,5,1998,TA,Mn,GLQ,706,Unf,0,88,794,GasA,Ex,WD,Normal,211000
520,RL,53,10918,2,Pave,NA,7,9,1926,TA,No,Unf,0,Unf,0,1276,1276,GasA,Ex,WD,Normal,234000
521,RL,60,10800,2,Pave,Grvl,4,7,1900,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Normal,106250
522,RL,90,11988,2,Pave,NA,6,6,1957,TA,No,Rec,777,Unf,0,467,1244,GasA,Ex,WD,Normal,150000
523,RM,50,5000,2,Pave,NA,6,7,1947,TA,No,ALQ,399,Unf,0,605,1004,GasA,Ex,WD,Normal,159000
524,RL,130,40094,2,Pave,NA,10,5,2007,TA,Gd,GLQ,2260,Unf,0,878,3138,GasA,Ex,New,Partial,184750
525,RL,95,,2,Pave,NA,7,5,1996,TA,No,GLQ,719,Unf,0,660,1379,GasA,Ex,WD,Normal,315750
526,FV,62,7500,2,Pave,Pave,7,5,2005,TA,No,Unf,0,Unf,0,1257,1257,GasA,Ex,WD,Normal,176000
527,RL,70,13300,2,Pave,NA,5,7,1956,TA,No,Rec,377,Unf,0,551,928,GasA,TA,WD,Normal,132000
528,RL,67,14948,3,Pave,NA,9,5,2008,TA,Av,GLQ,1330,Unf,0,122,1452,GasA,Ex,New,Partial,446261
529,RL,58,9098,3,Pave,NA,4,7,1920,TA,Mn,ALQ,348,Unf,0,180,528,GasA,Ex,WD,Normal,86000
530,RL,NA,32668,4,Pave,NA,6,3,1957,TA,No,Rec,1219,Unf,0,816,2035,GasA,TA,WD,Alloca,200624
531,RL,85,10200,2,Pave,NA,6,5,1988,TA,Av,GLQ,783,Unf,0,678,1461,GasA,Ex,WD,Abnorml,175000
532,RM,60,6155,3,Pave,NA,6,8,1920,Fa,Mn,Unf,0,Unf,0,611,611,GasA,Ex,WD,Normal,128000
533,RL,60,7200,3,Pave,NA,5,7,1955,NA,NA,NA,0,NA,0,0,0,GasA,Ex,WD,Normal,107500
534,RL,50,5000,4,Pave,NA,1,3,1946,NA,NA,NA,0,NA,0,0,0,GasA,Fa,WD,Normal,39300
535,RL,74,9056,3,Pave,NA,8,5,2004,Gd,Av,Unf,0,Unf,0,707,707,GasA,Ex,WD,Normal,178000
536,RL,70,7000,3,Pave,NA,5,7,1910,TA,Gd,GLQ,969,Unf,0,148,1117,GasA,TA,WD,Normal,107500
537,RL,57,8924,4,Pave,NA,7,5,1998,TA,Av,Unf,0,Unf,0,880,880,GasA,Ex,WD,Normal,188000
538,RL,NA,12735,2,Pave,NA,4,5,1972,TA,No,BLQ,600,Unf,0,264,864,GasA,TA,COD,Normal,111250
539,RL,NA,11553,4,Pave,NA,5,5,1968,TA,No,BLQ,673,Unf,0,378,1051,GasA,TA,WD,Normal,158000
540,RL,NA,11423,4,Pave,NA,8,5,2001,TA,Av,GLQ,1358,Unf,0,223,1581,GasA,Ex,WD,Normal,272000
541,RL,85,14601,4,Pave,NA,9,5,2006,TA,Av,GLQ,1260,Unf,0,578,1838,GasA,Ex,WD,Normal,315000
542,RL,NA,11000,3,Pave,NA,8,5,2000,TA,No,Unf,0,Unf,0,969,969,GasA,Ex,WD,Normal,248000
543,RL,78,10140,3,Pave,NA,7,5,1998,TA,No,LwQ,144,GLQ,1127,379,1650,GasA,Ex,WD,Normal,213250
544,RH,34,,3,Pave,NA,7,5,1998,TA,Av,GLQ,584,LwQ,139,0,723,GasA,Ex,WD,Normal,133000
545,RL,58,17104,3,Pave,NA,7,5,2006,Gd,Av,GLQ,554,Unf,0,100,654,GasA,Ex,New,Partial,179665
546,RL,NA,13837,3,Pave,NA,7,5,1988,Gd,No,GLQ,1002,LwQ,202,0,1204,GasA,Gd,WD,Normal,229000
547,RL,70,8737,3,Pave,NA,6,7,1923,TA,No,Rec,300,Unf,0,765,1065,GasA,Ex,WD,Normal,210000
548,RL,54,7244,2,Pave,NA,5,7,1970,TA,Av,ALQ,619,Unf,0,149,768,GasA,Ex,WD,Normal,129500
549,RM,49,8235,3,Pave,NA,5,7,1955,TA,No,LwQ,180,Rec,645,0,825,GasA,TA,WD,Normal,125000
550,FV,75,9375,3,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,912,912,GasA,Ex,WD,Normal,263000
551,RL,53,4043,3,Pave,NA,6,6,1977,TA,No,ALQ,559,Unf,0,510,1069,GasA,TA,COD,Abnorml,140000
552,RM,50,6000,3,Pave,NA,5,6,1957,TA,No,Rec,308,Unf,0,620,928,GasA,Gd,WD,Normal,112500
553,RL,87,11146,3,Pave,NA,8,5,2006,TA,Av,Unf,0,Unf,0,1709,1709,GasA,Ex,WD,Normal,255500
554,RL,67,8777,3,Pave,NA,4,5,1949,NA,NA,NA,0,NA,0,0,0,GasA,Ex,WD,Normal,108000
555,RL,85,10625,3,Pave,NA,7,5,2003,TA,No,GLQ,866,Unf,0,132,998,GasA,Ex,WD,Normal,284000
556,RM,58,6380,3,Pave,NA,5,6,1922,Fa,No,Unf,0,Unf,0,993,993,GasA,TA,WD,Normal,113000
557,RL,69,14850,3,Pave,NA,5,5,1957,TA,No,Rec,895,Unf,0,197,1092,GasA,TA,WD,Normal,141000
558,C (all),60,11040,3,Pave,NA,4,6,1920,TA,No,Rec,637,Unf,0,0,637,GasA,Gd,COD,Normal,108000
559,RL,57,21872,3,Pave,NA,7,5,1996,TA,Gd,GLQ,604,Unf,0,125,729,GasA,Ex,WD,Normal,175000
560,RL,NA,3196,3,Pave,NA,7,5,2003,TA,Gd,Unf,0,Unf,0,1374,1374,GasA,Ex,WD,Normal,234000
561,RL,NA,11341,3,Pave,NA,5,6,1957,TA,No,ALQ,1302,Unf,0,90,1392,GasA,TA,WD,Normal,121500
562,RL,77,10010,3,Pave,NA,5,5,1974,TA,Av,ALQ,1071,LwQ,123,195,1389,GasA,Gd,WD,Normal,170000
563,RL,63,13907,4,Pave,NA,5,6,1940,TA,No,BLQ,290,Unf,0,706,996,GasA,Ex,WD,Normal,108000
564,RL,66,21780,4,Pave,NA,6,7,1918,TA,Mn,Unf,0,Unf,0,1163,1163,GasA,Ex,WD,Normal,185000
565,RL,NA,13346,4,Pave,NA,7,5,1992,TA,No,GLQ,728,Unf,0,367,1095,GasA,Ex,WD,Normal,268000
566,RL,66,6858,1,Pave,NA,6,4,1915,TA,No,Unf,0,Unf,0,806,806,GasA,TA,WD,Normal,128000
567,RL,77,11198,2,Pave,NA,9,5,2005,Gd,No,Unf,0,Unf,0,1122,1122,GasA,Ex,WD,Normal,325000
568,RL,70,10171,2,Pave,NA,7,5,2004,TA,No,GLQ,2,Unf,0,1515,1517,GasA,Ex,WD,Normal,214000
569,RL,79,12327,3,Pave,NA,8,8,1983,TA,Gd,GLQ,1441,Unf,0,55,1496,GasA,Ex,WD,Normal,316600
570,RL,NA,7032,2,Pave,NA,5,5,1979,TA,Gd,GLQ,943,Unf,0,0,943,GasA,TA,WD,Normal,135960
571,RL,74,13101,1,Pave,NA,5,5,1965,TA,No,LwQ,231,Unf,0,1497,1728,GasA,TA,WD,Normal,142600
572,RL,60,7332,2,Pave,NA,6,6,1959,TA,No,BLQ,414,Unf,0,450,864,GasA,Ex,WD,Abnorml,120000
573,RL,83,13159,2,Pave,NA,7,5,2009,TA,Av,Unf,0,Unf,0,846,846,GasA,Gd,New,Partial,224500
574,RL,76,9967,3,Pave,NA,7,5,2000,TA,No,Unf,0,Unf,0,384,384,GasA,Ex,WD,Normal,170000
575,RL,70,10500,3,Pave,NA,5,7,1971,TA,Av,ALQ,349,Unf,0,23,372,GasA,TA,WD,Normal,139000
576,RL,80,8480,3,Pave,NA,5,5,1947,TA,No,Rec,442,Unf,0,390,832,GasA,TA,COD,Abnorml,118500
577,RL,52,6292,3,Pave,NA,7,7,1928,TA,No,Unf,0,Unf,0,861,861,GasA,Gd,WD,Normal,145000
578,RL,96,11777,2,Pave,NA,5,6,1966,TA,Av,LwQ,328,ALQ,551,285,1164,GasA,Ex,WD,Abnorml,164500
579,FV,34,3604,1,Pave,Pave,7,5,2007,TA,No,Unf,0,Unf,0,689,689,GasA,Ex,WD,Abnorml,146000
580,RM,81,12150,3,Pave,Grvl,5,5,1954,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,WD,Normal,131500
581,RL,NA,14585,3,Pave,NA,6,6,1960,TA,No,BLQ,594,Rec,219,331,1144,GasA,Ex,WD,Normal,181900
582,RL,98,12704,3,Pave,NA,8,5,2008,TA,No,Unf,0,Unf,0,2042,2042,GasA,Ex,New,Partial,253293
583,RL,81,11841,4,Grvl,NA,6,5,1990,TA,Av,GLQ,816,Unf,0,0,816,GasA,TA,WD,Normal,118500
584,RM,75,13500,4,Pave,NA,10,9,1893,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,WD,Normal,325000
585,RM,51,6120,4,Pave,NA,4,7,1935,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,WD,Normal,133000
586,RL,88,11443,4,Pave,NA,8,5,2005,TA,Gd,GLQ,1460,Unf,0,408,1868,GasA,Ex,New,Partial,369900
587,RL,55,10267,4,Pave,NA,6,7,1918,Gd,Mn,Rec,210,ALQ,606,0,816,GasA,Ex,WD,Normal,130000
588,RL,74,8740,3,Pave,NA,5,6,1982,TA,Av,ALQ,672,Unf,0,168,840,GasA,TA,WD,Normal,137000
589,RL,65,25095,6,Pave,NA,5,8,1968,TA,Gd,GLQ,1324,Unf,0,113,1437,GasA,Ex,WD,Partial,143000
590,RM,50,9100,4,Pave,NA,5,6,1930,TA,No,Unf,0,Unf,0,742,742,GasA,TA,WD,Normal,79500
591,RL,64,8320,2,Pave,NA,7,5,2004,TA,No,GLQ,490,Unf,0,280,770,GasA,Ex,WD,Normal,185900
592,RL,97,13478,3,Pave,NA,10,5,2008,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,ConLI,Normal,451950
593,RL,60,6600,3,Pave,NA,5,8,1982,Gd,No,GLQ,816,Unf,0,0,816,GasA,Ex,WD,Normal,138000
594,RM,NA,4435,2,Pave,NA,6,5,2003,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,WD,Normal,140000
595,RL,88,7990,3,Pave,NA,5,6,1975,TA,No,Unf,0,Unf,0,924,924,GasA,TA,WD,Normal,110000
596,RL,69,11302,3,Pave,NA,8,5,2005,TA,Gd,GLQ,1422,Unf,0,392,1814,GasA,Ex,New,Partial,319000
597,RM,60,3600,3,Pave,Grvl,6,7,1910,TA,No,Unf,0,Unf,0,684,684,GasA,Ex,WD,Normal,114504
598,RL,53,3922,4,Pave,NA,7,5,2006,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,New,Partial,194201
599,RL,80,12984,3,Pave,NA,5,6,1977,TA,Mn,ALQ,1283,LwQ,147,0,1430,GasA,Ex,WD,Normal,217500
600,RM,24,1950,2,Pave,NA,6,6,1980,TA,No,LwQ,81,GLQ,612,23,716,GasA,TA,COD,Normal,151000
601,RL,74,10927,3,Pave,NA,8,5,2005,TA,Av,GLQ,546,Unf,0,512,1058,GasA,Ex,WD,Normal,275000
602,RM,50,9000,3,Pave,NA,6,6,1937,TA,No,Unf,0,Unf,0,780,780,GasA,TA,WD,Normal,141000
603,RL,80,10041,2,Pave,NA,8,5,1992,TA,Mn,GLQ,789,Unf,0,119,908,GasA,Ex,WD,Abnorml,220000
604,FV,30,3182,3,Pave,Pave,7,5,2004,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,WD,Normal,151000
605,RL,88,12803,2,Pave,NA,7,5,2002,TA,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,WD,Normal,221000
606,RL,85,13600,3,Pave,NA,7,6,1965,TA,No,BLQ,454,Unf,0,314,768,GasA,TA,WD,Normal,205000
607,RL,82,12464,4,Pave,NA,5,5,1996,TA,No,GLQ,732,Unf,0,308,1040,GasA,Gd,WD,Normal,152000
608,RL,78,7800,5,Pave,NA,5,8,1948,Gd,No,GLQ,603,Unf,0,293,896,GasA,Ex,WD,Normal,225000
609,RL,78,12168,1,Pave,NA,8,6,1934,TA,Mn,BLQ,428,Unf,0,537,965,GasA,TA,WD,Alloca,359100
610,RL,61,7943,3,Pave,NA,4,5,1961,TA,Mn,Rec,903,Unf,0,126,1029,GasA,Gd,WD,Normal,118500
611,RL,NA,11050,2,Pave,NA,9,5,2000,TA,Mn,GLQ,904,Unf,0,536,1440,GasA,Ex,WD,Normal,313000
612,RL,NA,10395,3,Pave,NA,6,6,1978,TA,Av,ALQ,605,Unf,0,427,1032,GasA,TA,WD,Normal,148000
613,RL,NA,11885,3,Pave,NA,8,5,2001,TA,Av,GLQ,990,Unf,0,309,1299,GasA,Ex,WD,Normal,261500
614,RL,70,8402,3,Pave,NA,5,5,2007,TA,No,ALQ,206,Unf,0,914,1120,GasA,Ex,New,Partial,147000
615,RM,21,1491,3,Pave,NA,4,6,1972,TA,Av,LwQ,150,GLQ,480,0,630,GasA,Ex,WD,Normal,75500
616,RL,80,8800,2,Pave,NA,6,7,1963,TA,Gd,GLQ,763,Unf,0,173,936,GasA,Ex,WD,Abnorml,137500
